id,parent_list_id,title,url,source_domain,source_file,crawl_time,extraction_method,selector_used,content_quality_class,quality_gate_pass,old_action,action,category,content_type,audience,time_status,candidate_user_question,positive_evidence,negative_evidence,possible_duplicate,reason,model,reviewed_at,prompt_version
PUBEXP000189,,高校开放获取政策：日内瓦大学篇-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1376/7472.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000189_高校开放获取政策：日内瓦大学篇-清华大学图书馆.md,2026-08-12T22:03:18+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,approve,科研参与与资源导航,policy,有论文发表需求的师生,stable,日内瓦大学的开放获取政策对作者有哪些要求？,正文明确列出UNIGE 2022年开放获取政策的具体规则，包括：作者及合著者应以OA形式公开发表成果；优先在完全OA期刊发表；尽可能保留版权；优先使用CC BY等限制最少的许可；通过开放知识库共享AAM或最终发表版本；存档时间要求、版本要求、不得以arXiv/ResearchGate等替代存档；学校还提供OA培训、知识库维护、部分出版费用支持和转换协议等。,内容对象是日内瓦大学的开放获取政策介绍，不是清华本校办事通知或校园服务入口；页面以外校政策说明为主，没有直接的清华学生事务流程。,False,正文提供了清晰、可复用的开放获取政策与作者/学校责任规则，能直接回答论文发表与OA存档相关问题，属于稳定的科研资源与政策知识，符合准入。,gpt-5.4-mini,2026-08-12T22:15:15+08:00,v2_frozen
PUBEXP000190,,高校开放获取政策：伦敦国王学院篇-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1376/7473.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000190_高校开放获取政策：伦敦国王学院篇-清华大学图书馆.md,2026-08-12T22:03:18+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,非目标范围,promotional_content,图书馆读者/科研读者,stable,,正文系统介绍了伦敦国王学院开放获取（OA）政策的发布时间、适用范围、AAM存放Pure、CC BY权利保留、相关责任部门等背景信息，属于较完整的政策解读。,内容对象是英国伦敦国王学院的OA政策介绍，不是清华学生可直接办理或使用的校园服务/流程；正文没有清华相关入口、申请事项、材料、地点时间或可执行办事信息，主要是外校政策背景说明。,False,该页属于对外校开放获取政策的说明性文章，虽然信息较完整，但不提供清华学生可直接使用的办事流程、服务入口或稳定资源导航，不能作为面向学生的可复用知识条目。,gpt-5.4-mini,2026-08-12T22:15:15+08:00,v2_frozen
PUBEXP000192,,AEGIS-OA项目启动：将欧洲钻石开放获取支持体系扩展至学术图书-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1377/7975.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000192_AEGIS-OA项目启动：将欧洲钻石开放获取支持体系扩展至学术图书-清华大学图书馆.md,2026-08-12T22:03:19+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,非目标范围,news_event,对开放获取出版感兴趣的读者/科研管理相关人员,current,,正文介绍了AEGIS-OA项目的目标、四大支柱、合作联盟以及相关术语解释，提供了项目背景与平台信息（如EDCH、DDH、OJS等）。,核心内容是国际合作项目启动新闻与背景宣传，属于科研/学术出版基础设施新闻，不提供学生可直接复用的办事流程、申请入口、资格条件、服务规则或稳定资源导航；且内容以项目愿景和未来展望为主。,False,页面正文是欧盟开放获取项目启动新闻与宣传性介绍，属于科研新闻而非学生可直接使用的校园办事或资源入口，按规则应拒绝。,gpt-5.4-mini,2026-08-12T22:15:26+08:00,v2_frozen
PUBEXP000193,,EMS Press推出“Launch to Open”透明开放获取新模式，助力老牌期刊向社区主导出版转型-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1377/7968.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000193_EMS Press推出“Launch to Open”透明开放获取新模式，助力老牌期刊向社区主导出版转型-清华大学图书馆.md,2026-08-12T22:03:19+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,非目标范围,research_news,关注学术出版/图书馆订阅的人群,time_sensitive,,正文介绍了EMS Press推出“Launch to Open”开放获取出版模式、两本试点期刊及其成本披露、订阅价格、开放条件和时间安排，属于可读的出版新闻内容。,内容核心是学术出版模式发布与期刊试点说明，属于科研/出版新闻和宣传，不提供学生可直接复用的办事流程、校园服务入口、政策规则或资源导航；也没有与学生校园事务直接相关的可执行信息。,False,页面正文是学术出版新闻，围绕开放获取模式与期刊试点展开，缺乏学生可直接使用的校园办事或资源导航价值，按规则应拒绝。,gpt-5.4-mini,2026-08-12T22:15:28+08:00,v2_frozen
PUBEXP000194,,ACM(美国计算机协会)开放获取(OA)政策-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1347/5858.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000194_ACM(美国计算机协会)开放获取(OA)政策-清华大学图书馆.md,2026-08-12T22:03:20+08:00,site_selector,.v_news_content,detail_content,True,approve,approve,科研参与与资源导航,policy,清华师生作者、科研人员,stable,清华大学作者发表ACM论文时如何享受开放获取（OA）免费发表政策，需要满足什么作者信息和邮箱要求？,正文明确写明“所有符合条件的清华大学通讯作者在任何ACM刊物上发表文章时，均可选择以OA形式免费发表，无名额限制”；并说明默认知识共享授权为CC-BY，也可选择其他CC授权或版权/独家出版权转让给ACM；同时列出为确保识别我校作者需将机构信息关联为“Tsinghua University”并使用清华大学提供的有效邮箱地址。,无明显新闻、宣传或过期通知内容；正文以可直接执行的作者资格与邮箱/机构填写要求为主，复用价值高。,False,页面正文提供了面向清华作者可直接使用的ACM OA政策、资格识别方式和邮箱要求，属于可复用的科研资源/政策条目，适合准入。,gpt-5.4-mini,2026-08-12T22:15:35+08:00,v2_frozen
PUBEXP000195,,IWA（国际水协会）开放获取（OA）政策-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1355/5861.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000195_IWA（国际水协会）开放获取（OA）政策-清华大学图书馆.md,2026-08-12T22:03:20+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,approve,approve,科研参与与资源导航,policy,需要投稿水领域论文的师生,stable,IWA（国际水协会）旗下期刊是否都是开放获取？哪些期刊免收APC？,正文明确写明“国际水协会（IWA）目前全部的期刊均为OA期刊，所有Subscribe to Open (S2O) 模式的期刊均免收文章处理费用（APC）”。,内容很薄，基本只有一条政策说明和外部链接，没有学校办事流程或更多背景信息。,False,正文提供了可直接复用的投稿与开放获取费用信息，能稳定回答学生关于IWA期刊是否OA、是否收APC的实际问题，属于有价值的科研资源信息。,gpt-5.4-mini,2026-08-12T22:15:36+08:00,v2_frozen
PUBEXP000196,,SCOAP³（高能物理开放获取出版资助联盟）开放获取（OA）政策-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1365/5863.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000196_SCOAP³（高能物理开放获取出版资助联盟）开放获取（OA）政策-清华大学图书馆.md,2026-08-12T22:03:20+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,reject,approve,图书馆服务,resource_directory,有文献检索或高能物理相关阅读需求的学生和师生,stable,在哪里可以下载SCOAP³开放获取图书？,正文明确给出清华大学参与SCOAP³开放获取图书计划，并提供“SCOAP³开放图书下载地址”链接，可直接用于访问开放获取资源。,正文仅有简短说明，没有办事流程、申请条件或政策细则；“截至当前已完成60种图书的开放获取转换”属于数量性说明，复用价值有限。,False,页面虽然内容很短，但提供了清晰、可直接使用的开放获取图书资源入口，属于稳定的图书馆资源导航，能够回答学生未来关于获取SCOAP³开放图书的实际问题。,gpt-5.4-mini,2026-08-12T22:15:38+08:00,v2_frozen
PUBEXP000198,,清华大学图书馆参与研制的开放获取期刊遴选评价体系成果正式发表-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/7464.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000198_清华大学图书馆参与研制的开放获取期刊遴选评价体系成果正式发表-清华大学图书馆.md,2026-08-12T22:03:21+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,科研参与与资源导航,research_news,图情研究者/科研人员,time_sensitive,清华大学图书馆参与研制了什么开放获取期刊评价体系？,正文说明清华大学图书馆参与了“国际开放获取期刊推荐名录（OARL）”方法体系研制，介绍了3个一级维度、17个指标的评价体系，并给出项目名录网址，属于可了解的研究项目信息。,正文主体是论文发表与研究成果报道，重点在“文章近期发表”“第一作者/通讯作者”“研究工作参与”“方法体系构建背景”和成果介绍，没有面向学生的办事流程、服务入口、申请条件、使用规则或可直接执行的校园服务信息；属于科研成果/论文新闻而非可复用知识条目。,False,页面核心是清华大学图书馆参与的论文发表与研究成果宣传，符合应拒绝的科研成果/论文新闻类型；虽提到OARL网址，但不足以构成面向学生的稳定服务或资源导航。,gpt-5.4-mini,2026-08-12T22:15:45+08:00,v2_frozen
PUBEXP000199,,洞察变革，优化路径——第二届开放科学会议在清华大学成功举办-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/8049.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000199_洞察变革，优化路径——第二届开放科学会议在清华大学成功举办-清华大学图书馆.md,2026-08-12T22:03:21+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,科研参与与资源导航,news_event,师生,time_sensitive,,正文提到“开放科学支持计划”由图书馆、科研院、出版社合力推动，并列举了开放获取资源管理与服务、国际开放获取期刊推荐名录（OARL）、论文发表管理服务系统、清华大学学者库、公益性学术资源平台OpenSign等具体名称，可用于了解相关资源方向。,主体是“第二届开放科学会议”举办情况的新闻报道，包含致辞、主旨报告、专题对话、会议合影与参与人数等活动回顾内容，核心是会议宣传与观点交流，而非面向学生可直接复用的办事流程、政策、FAQ或稳定服务入口；正文也未给出这些资源的具体申请、使用步骤、条件或联系方式。,False,本页以开放科学会议新闻回顾为主，虽然提到若干图书馆/科研资源名称，但没有形成可直接使用的学生办事或资源导航条目；按会议报道与宣传类内容处理，拒绝入库。,gpt-5.4-mini,2026-08-12T22:15:46+08:00,v2_frozen
PUBEXP000200,,报告鉴读 | 不只是“开放”，开放科学如何成为经济引擎-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/7961.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000200_报告鉴读 _ 不只是“开放”，开放科学如何成为经济引擎-清华大学图书馆.md,2026-08-12T22:03:22+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,科研参与与资源导航,research_news,师生读者,current,,正文概述了一份关于“开放科学经济效益”的报告，列出开放科学带来的效率提升、创新扩散、网络效应、成本分担与价值评估等结论，并给出系统投资和衡量体系等建议，信息完整可读。,这是对一份研究报告的解读/宣传性内容，不提供学生可直接执行的办事流程、申请入口、制度规则、资源目录或稳定服务导航；核心是研究结论与案例分析，属于科研/学术报告类信息，按准入规则不作为面向学生的可复用知识条目。,False,正文是开放科学经济效益的报告鉴读，属于科研报告/研究解读而非学生可办事的服务入口或稳定资源导航；虽然信息完整，但不满足校园生活知识条目的可复用与可执行要求，因此拒绝。,gpt-5.4-mini,2026-08-12T22:15:49+08:00,v2_frozen
PUBEXP000201,,文章鉴读 | OASPA：开放获取的“下半场”，为何说真正的挑战才刚刚开始？ (上)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/7858.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000201_文章鉴读 _ OASPA：开放获取的“下半场”，为何说真正的挑战才刚刚开始？ (上)-清华大学图书馆.md,2026-08-12T22:03:22+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,非目标范围,research_news,图书馆读者/科研出版关注者,current,,正文主要围绕OASPA关于开放获取（OA）出版的行业见解与立场文件，讨论“100% OA”的复杂性、全球参与度、语言霸权、学科差异等议题，属于学术出版政策解读。,没有提供学生可直接复用的办事流程、服务入口、资格条件、材料、规则、地点时间或联系方式；也没有校园生活资源导航或可操作的科研参与/申请入口，整体是行业评论与观点文章。,False,本文是对开放获取出版政策和行业挑战的评论解读，不含学生可执行的办事信息或稳定服务资源，不能作为面向学生的可复用知识条目。,gpt-5.4-mini,2026-08-12T22:15:56+08:00,v2_frozen
PUBEXP000202,,iLibrary-Tsinghua University Library,https://lib.tsinghua.edu.cn/en/Research_support/iLibrary.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000202_iLibrary-Tsinghua University Library.md,2026-08-12T22:03:22+08:00,trafilatura,,detail_content,True,approve,approve,图书馆服务,service_entry,全体师生，尤其是有文献与研究支持需求的学生,stable,我想联系 iLibrary 参考咨询，服务时间、邮箱和地点是什么？,"正文提供了可直接使用的服务信息：电话“62782137”；服务时间“Monday through Sunday 8:00-22:00”；邮箱“ref-desk@tsinghua.edu.cn”；线下地点“Information & Services, 1st floor of North Library”；并提示“Contact your subject librarian”。",无明显负面证据；页面不是新闻或宣传报道，而是明确的服务联系方式与咨询入口。,False,页面正文直接给出图书馆参考咨询/iLibrary的联系方式、服务时间、地点和学科馆员咨询入口，属于可稳定复用的校园服务条目，能直接回答学生如何获取文献与研究支持的问题。,gpt-5.4-mini,2026-08-12T22:15:59+08:00,v2_frozen
PUBEXP000204,,iLibrary简介-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1515/8054.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000204_iLibrary简介-清华大学图书馆.md,2026-08-12T22:03:23+08:00,site_selector,.v_news_content,thin_content,True,approve,approve,科研参与与资源导航,service_entry,投稿作者与相关研究生,current,我如何向《智慧图书馆（英文）/iLibrary》投稿，投稿系统和联系邮箱是什么？,正文明确给出该刊为开放获取学术期刊《智慧图书馆（英文）》（iLibrary），并提供可直接使用的投稿系统链接“https://mc03.manuscriptcentral.com/ilib”，以及主编邮箱“jinjb@mail.tsinghua.edu.cn”和编辑部邮箱“iLibrary@mail.tsinghua.edu.cn”。,正文主要是期刊简介与创刊信息，属于面向投稿者的入口说明，不是校园新闻或活动报道；未见明显过期失效信息，但“2026年正式创刊”表明内容带有当前时点特征。,False,页面虽为期刊简介，但正文提供了明确、可复用的投稿入口和联系方式，能直接回答学生/研究生的投稿问题，符合科研资源导航类准入。,gpt-5.4-mini,2026-08-12T22:16:02+08:00,v2_frozen
PUBEXP000205,,Call for Papers of iLibrary-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1516/8097.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000205_Call for Papers of iLibrary-清华大学图书馆.md,2026-08-12T22:03:23+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,科研参与与资源导航,promotional_content,科研投稿者/教师研究者,time_sensitive,iLibrary 期刊如何投稿，投稿系统和联系邮箱是什么？,正文提供了期刊的投稿入口和联系信息：在线投稿系统为 https://mc03.manuscriptcentral.com/ilib ，编辑部联系邮箱为 iLibrary@mail.tsinghua.edu.cn，主编邮箱为 jinjb@mail.tsinghua.edu.cn；同时说明了期刊主题范围（AI、开放科学、数字学术、知识管理等）以及无文章处理费等投稿信息。,页面本质是英文征稿/期刊宣传公告，属于科研新闻/宣传内容，主要面向学者和研究者；核心信息是期刊启动、宗旨介绍和征稿邀请，不是面向学生的校园办事流程、制度或稳定服务资源条目，且具有明显时效性。,False,正文虽然包含投稿入口，但整体是iLibrary期刊启动与征稿的宣传性公告，主要服务科研投稿而非学生校园办事或稳定可复用的校内服务知识，按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:16:06+08:00,v2_frozen
PUBEXP000209,,中国高等教育文献保障系统（CALIS）工程文献信息中心-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1019/7510.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000209_中国高等教育文献保障系统（CALIS）工程文献信息中心-清华大学图书馆.md,2026-08-12T22:03:25+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,approve,图书馆服务,resource_directory,需要查找文献和使用馆际服务的学生,stable,我如何通过CALIS查询联合目录、申请馆际互借或原文传递？,正文明确给出CALIS工程中心的主要任务，包括联合引进电子资源、参与联合目录建设、承担馆际互借与文献传递服务，并提供了高等教育文献保障系统、DRAA、CALIS联合目录公共检索系统、CALIS馆际借书/原文传递等稳定入口链接。,页面以机构介绍和资源导航为主，没有明显新闻事件、成果宣传或时效性通知。,False,本页提供了面向学生可直接使用的文献检索与馆际互借/原文传递资源入口，属于稳定可复用的图书馆服务导航，符合准入标准。,gpt-5.4-mini,2026-08-12T22:16:10+08:00,v2_frozen
PUBEXP000210,,中国高校人文社会科学文献中心（CASHL）管理学学科中心-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1019/1012.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000210_中国高校人文社会科学文献中心（CASHL）管理学学科中心-清华大学图书馆.md,2026-08-12T22:03:25+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,approve,图书馆服务,resource_directory,人文社科方向学生,stable,我如何使用CASHL进行馆际互借和原文传递，或查询清华大学图书馆相关馆藏？,正文明确说明CASHL提供“文献信息服务”，设有学科中心并“开展培训、宣传和原文提供等服务”；页面还直接给出“本馆馆藏查询”“CASHL馆际互借及原文传递服务”“CASHL名师讲堂”等可用入口。,无明显新闻、成果宣传或过期通知；主要为稳定资源介绍与服务入口。,False,页面提供了面向学生可直接使用的图书馆资源导航和服务入口，尤其是馆藏查询、馆际互借/原文传递等稳定可复用服务，符合准入标准。,gpt-5.4-mini,2026-08-12T22:16:12+08:00,v2_frozen
PUBEXP000214,,分队介绍-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd/fdgl.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000214_分队介绍-清华大学图书馆.md,2026-08-12T22:03:27+08:00,trafilatura,,detail_content,True,reject,reject,校园生活,organization_intro,对图书馆勤工助学队伍感兴趣的学生,stable,清华大学图书馆分队是做什么的，内部有哪些岗位分工？,正文说明分队“统一组织、协调在校学生开展在图书馆的勤工助学活动”，并列出分队长、组织副分队长、财务副分队长、宣传副分队长，以及库区人事负责人、库区财务负责人、助理岗负责人、班次负责人、宣传小组等职责分工。,正文主要是组织介绍和发展沿革（成立时间、接管书库、人数变化、开放新馆后的范围扩大），没有说明学生如何报名、申请条件、值班安排、联系方式或其他可直接办理/参与的入口，复用性偏弱。,False,页面仅介绍清华大学图书馆勤工助学分队的组织架构、职责和历史沿革，没有给出学生可直接使用的申请/参与入口或明确办事流程，难以作为可复用知识条目。,gpt-5.4-mini,2026-08-12T22:16:18+08:00,v2_frozen
PUBEXP000215,,岗位申请-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd/gwsq.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000215_岗位申请-清华大学图书馆.md,2026-08-12T22:03:27+08:00,trafilatura,,detail_content,True,approve,approve,学生事务,procedure_guide,有勤工助学需求的本科生和研究生,stable,清华大学图书馆勤工助学岗位怎么申请？,页面明确给出申请入口与流程：每学期初或寒暑假期初留意招新信息；本科生在“清华大学信息门户→应用导航→学生部→奖励资助管理系统→勤工助学→岗位申请”，研究生在“清华大学信息门户→应用导航→研工部→奖助学金申请→勤工助学→岗位申请”提交申请；还说明需填写正确邮箱和手机号、面试通知通过邮件和短信发出、通过分队面试后即可上岗，并列出书库承包岗/助理岗的工作地点、工作内容、班次和报酬。,无明显负面证据；正文不是新闻宣传，也不是过期通知，而是可复用的岗位申请与工作说明。,False,正文直接提供了清华大学图书馆勤工助学岗位的稳定申请入口、适用对象、通知方式、岗位内容、工作地点和报酬，能直接回答学生如何申请与了解岗位，适合作为可复用办事知识条目。,gpt-5.4-mini,2026-08-12T22:16:19+08:00,v2_frozen
PUBEXP000216,,特色活动-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd/tshdd/ldjnds.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000216_特色活动-清华大学图书馆.md,2026-08-12T22:03:27+08:00,site_selector,.m-txt2,detail_content,True,reject,reject,校园生活,promotional_content,图书馆助理分队队员,stable,,正文仅介绍图书馆助理分队的特色团建活动，如劳动技能大赛、女生节/男生节活动安排和桌游互动等，属于活动展示。,没有提供学生办事流程、参与报名入口、资格条件、时间地点、联系方式或可复用的校园服务信息；内容以活动氛围和团队感受宣传为主，学生未来可直接使用的知识价值低。,False,本页是图书馆助理分队的活动宣传/回顾，不是面向普通学生的稳定服务或资源入口，正文不能直接回答可复用的校园办事问题，因此拒绝。,gpt-5.4-mini,2026-08-12T22:16:21+08:00,v2_frozen
PUBEXP000217,,大事年表-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd/dsnb.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000217_大事年表-清华大学图书馆.md,2026-08-12T22:03:28+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,校园生活,achievement_report,对图书馆勤工助学历史感兴趣的学生,outdated,,正文是清华大学图书馆勤工助学分队的年度大事年表，记录了如招新、上岗会、劳动技能大赛、上架体验活动等历史事件。,主要为2007—2019年的事件回顾与活动记录，内容以“顺利举行”“荣获特等奖”“取得好成绩”等宣传性、纪要性描述为主，没有当前可执行的办事流程、服务入口、资格条件、材料、联系方式或稳定资源导航，且明显过期。,False,本页是图书馆助理/勤工助学分队的历史年表，属于活动回顾与宣传记录，不提供学生未来可直接使用的服务入口或办事信息，且时间已明显过期，故拒绝。,gpt-5.4-mini,2026-08-12T22:16:29+08:00,v2_frozen
PUBEXP000218,,历任队委-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd/ljdw.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000218_历任队委-清华大学图书馆.md,2026-08-12T22:03:28+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,非目标范围,organization_intro,一般读者/图书馆相关人员,outdated,,正文仅按学年学期列出历任队委姓名及职务，如分队长、组织副分队长、财务副分队长、宣传副分队长等，属于历史名录信息。,没有任何面向学生可复用的办事流程、服务入口、资格条件、材料、地点时间、联系方式或稳定资源导航；内容全部是历任人员名单，复用价值低且明显为历史记录。,False,页面是清华大学图书馆的历任队委历史名单，属于组织历史介绍，不提供学生可直接使用的服务、流程或资源入口，按规则应拒绝。,gpt-5.4-mini,2026-08-12T22:16:30+08:00,v2_frozen
PUBEXP000220,,关于西馆119、129房间暖气管道施工的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1072/8136.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000220_关于西馆119、129房间暖气管道施工的通知-清华大学图书馆.md,2026-08-12T22:03:29+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,review,reject,图书馆服务,current_notice,读者/学生,outdated,西馆（逸夫馆）119、129房间施工期间，相关馆藏和座位是否还能使用，图书如何借阅？,正文明确给出施工安排：2026年7月5日-2026年7月10日对西馆（逸夫馆）119、129房间进行暖气管道施工；施工期间该区域将封闭，相关馆藏和座位暂停使用；如需借阅以上区域图书，可通过在线预约获取，并注明有操作步骤。,该通知为具体时段内的施工停用公告，时间已过，属于明显过期且不再可执行的通知；内容仅覆盖单一局部区域，复用价值有限。,False,正文虽包含明确的图书馆服务调整与借阅入口，但它是已结束的施工通知，按规则属于过期不可执行信息，应拒绝作为可复用知识条目。,gpt-5.4-mini,2026-08-12T22:16:32+08:00,v2_frozen
PUBEXP000221,,专题书架：好读书 读好书——纪念钱锺书、杨绛学长暨图书馆“钱杨书屋”启用特别专题书架-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8079.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000221_专题书架：好读书 读好书——纪念钱锺书、杨绛学长暨图书馆“钱杨书屋”启用特别专题书架-清华大学图书馆.md,2026-08-12T22:03:29+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,reject,图书馆服务,promotional_content,全校师生,time_sensitive,清华图书馆“钱杨书屋”专题书架在哪里、能借到哪些书？,正文给出了专题书架的具体位置（校图书馆北馆李文正馆一楼大厅）、联系邮箱（read@mail.tsinghua.edu.cn）和联系电话（010-62788937），并说明可从馆藏中借阅两位学长相关图书200余种。,主体是纪念钱锺书、杨绛并介绍其生平与捐赠故事的宣传性内容，属于专题书架启用公告；没有图书馆办事流程、借阅规则、资格条件、预约/办理步骤等可复用学生办事知识，且“今年适逢……”表明明显时效性。,False,页面主要是图书馆专题书架启用与纪念宣传，虽然包含位置和联系方式，但没有形成可复用的学生办事流程或稳定服务入口，且时效性强、宣传属性明显，按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:16:37+08:00,v2_frozen
PUBEXP000222,,人文社科图书馆咖啡厅商户变更通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8038.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000222_人文社科图书馆咖啡厅商户变更通知-清华大学图书馆.md,2026-08-12T22:03:29+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,approve,图书馆服务,current_notice,清华师生读者,time_sensitive,人文社科图书馆咖啡厅什么时候停业、何时恢复营业？,正文明确说明：原商户“安家小厨”将于5月11日正式停止运营并撤店；新入驻商户“拉瓦萨咖啡（Lavazza）”预计6月底正式开业；5月11日至6月底期间咖啡厅暂时无法提供服务。,属于一次性商户变更通知，时效性强，过渡期结束后部分信息会过期。,False,页面直接提供了图书馆咖啡厅服务变更、停业与恢复时间，能稳定回答师生未来在该时段是否可使用及何时恢复的问题，属于可复用的校园生活/图书馆服务通知。,gpt-5.4-mini,2026-08-12T22:16:40+08:00,v2_frozen
PUBEXP000223,,学位论文服务系统临时停用通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8064.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000223_学位论文服务系统临时停用通知-清华大学图书馆.md,2026-08-12T22:03:30+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,review,reject,图书馆服务,current_notice,需要使用学位论文服务系统的读者,outdated,学位论文服务系统什么时候暂时无法使用？,正文明确说明：因后台服务器需进行漏洞修复与安全维护，学位论文服务系统在2026年5月26日12:00-12:30暂时无法使用。,这是一次性停用通知，属于已过期的临时公告；不包含可长期复用的办事流程、规则、材料或稳定服务入口。,False,页面仅通知2026年5月26日的短时系统停用，属于明显过期且不可再执行的临时通知，不适合作为面向学生的可复用知识条目。,gpt-5.4-mini,2026-08-12T22:16:45+08:00,v2_frozen
PUBEXP000224,,图书馆新版读在清华平台上线通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8003.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000224_图书馆新版读在清华平台上线通知-清华大学图书馆.md,2026-08-12T22:03:30+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,approve,图书馆服务,service_entry,清华读者/学生,current,图书馆新版“读在清华”平台提供哪些阅读服务，怎么进入使用？,正文明确说明新版“读在清华”平台提供“专题书架、新书通报、借阅排行、每周甄选”四类阅读推广内容服务，并给出可直接使用的入口：图书馆主页“借阅-阅读推荐”、“爱上阅读-推荐资源”下的相关栏目、以及“站点地图-读在清华”；同时提供咨询电话和技术支持邮箱。,无明显新闻报道式叙述或与学生无关的宣传性内容，正文以可直接使用的服务入口和联系方式为主。,False,正文直接提供了图书馆阅读推广平台的稳定入口、服务内容和联系方式，学生可据此实际使用，符合可复用校园服务知识条目。,gpt-5.4-mini,2026-08-12T22:16:50+08:00,v2_frozen
